%CPU     %MEM    
95.9  0.6
PSR %CPU
  2  1.7
  1  0.0
  0  0.0
  2 27.2
  0  0.5
  3  0.6
  1  0.5
%CPU     %MEM    
96.0  0.6
PSR %CPU
  2  1.7
  1  0.0
  0  0.0
  1 27.0
  0  0.5
  3  0.6
  2  0.6
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
96.1  0.7
PSR %CPU
  1  1.7
  1  0.0
  0  0.0
  1 26.9
  0  0.5
  3  0.6
  2  0.6
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
96.2  0.7
PSR %CPU
  1  1.7
  1  0.0
  0  0.0
  1 26.8
  0  0.5
  3  0.6
  2  0.6
  2  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
95.8  0.6
PSR %CPU
  1  1.7
  1  0.0
  0  0.0
  1 26.5
  0  0.5
  1  0.6
  2  0.6
  2  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
95.9  0.7
PSR %CPU
  1  1.7
  1  0.0
  0  0.0
  1 26.3
  0  0.5
  0  0.6
  2  0.6
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
96.0  0.7
PSR %CPU
  1  1.7
  1  0.0
  0  0.0
  1 26.2
  2  0.5
  1  0.6
  0  0.6
  1  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
96.0  0.7
PSR %CPU
  1  1.7
  3  0.0
  0  0.0
  1 26.1
  3  0.5
  0  0.6
  1  0.6
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
96.1  0.7
PSR %CPU
  1  1.7
  3  0.0
  0  0.0
  1 25.9
  3  0.5
  3  0.6
  0  0.6
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
96.2  0.7
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  1 25.8
  3  0.5
  1  0.6
  0  0.6
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
95.8  0.7
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  1 25.5
  3  0.5
  1  0.6
  0  0.6
  1  0.0
  3  0.0
  2 55.0
%CPU     %MEM    
95.9  0.7
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  1 25.4
  0  0.5
  1  0.6
  1  0.6
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
96.0  0.7
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  0 25.3
  3  0.5
  3  0.6
  0  0.6
  1  0.0
  2  0.0
  3 75.0
%CPU     %MEM    
96.1  0.7
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  0 25.1
  2  0.5
  3  0.6
  2  0.6
  1  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
96.1  0.7
PSR %CPU
  3  1.9
  3  0.0
  0  0.0
  0 25.0
  0  0.6
  3  0.6
  2  0.6
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
95.7  0.7
PSR %CPU
  3  1.9
  3  0.0
  0  0.0
  3 24.8
  0  0.6
  1  0.6
  2  0.6
%CPU     %MEM    
95.8  0.7
PSR %CPU
  1  1.9
  3  0.0
  0  0.0
  3 24.6
  0  0.6
  1  0.6
  2  0.6
  2  0.0
  3  0.0
  0 41.0
%CPU     %MEM    
95.9  0.7
PSR %CPU
  3  1.9
  3  0.0
  0  0.0
  3 24.5
  0  0.6
  1  0.6
  2  0.6
  1  0.0
  3  0.0
  2 46.0
%CPU     %MEM    
95.9  0.8
PSR %CPU
  2  1.9
  3  0.0
  0  0.0
  2 24.4
  3  0.6
  1  0.6
  0  0.6
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
96.0  0.7
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  2 24.3
  3  0.6
  1  0.6
  0  0.6
  3  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
96.0  0.7
PSR %CPU
  0  1.9
  2  0.0
  0  0.0
  1 24.2
  3  0.6
  0  0.7
  1  0.6
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
95.6  0.7
PSR %CPU
  0  1.9
  2  0.0
  0  0.0
  1 23.9
  0  0.6
  3  0.6
  1  0.6
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
95.7  0.7
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  1 23.8
  2  0.6
  0  0.7
  1  0.6
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
95.8  0.7
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  1 23.7
  2  0.6
  0  0.7
  1  0.6
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
95.9  0.8
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  2 23.6
  0  0.6
  2  0.7
  1  0.6
  3  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.0  0.8
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  2 23.5
  0  0.6
  2  0.7
  1  0.6
  3  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
95.6  0.8
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  2 23.3
  1  0.6
  1  0.7
  0  0.6
  3  0.0
  2  0.0
  3 32.0
%CPU     %MEM    
95.7  0.8
PSR %CPU
  2  1.9
  2  0.0
  0  0.0
  2 23.2
  1  0.6
  1  0.7
  0  0.6
  0  0.0
  1  0.0
  3 25.0
%CPU     %MEM    
95.7  0.8
PSR %CPU
  0  1.9
  2  0.0
  0  0.0
  2 23.1
  1  0.6
  1  0.7
  0  0.6
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
95.8  0.8
PSR %CPU
  2  1.9
  2  0.0
  1  0.0
  2 23.0
  0  0.6
  1  0.7
  0  0.6
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
95.9  0.8
PSR %CPU
  0  1.9
  3  0.0
  1  0.0
  2 22.9
  2  0.6
  0  0.7
  1  0.6
  1  0.0
  3  0.0
  3 80.0
%CPU     %MEM    
96.0  0.8
PSR %CPU
  2  1.9
  3  0.0
  1  0.0
  2 22.8
  2  0.6
  1  0.7
  0  0.6
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
95.6  0.8
PSR %CPU
  2  1.9
  3  0.0
  3  0.0
  2 22.5
  1  0.6
  2  0.7
  0  0.6
  3  0.0
  3  0.0
  3 23.0
%CPU     %MEM    
95.7  0.9
PSR %CPU
  3  1.9
  3  0.0
  3  0.0
  2 22.4
  1  0.6
  2  0.7
  0  0.6
  1  0.0
  1  0.0
  3 48.0
%CPU     %MEM    
95.8  0.8
PSR %CPU
  3  1.9
  1  0.0
  3  0.0
  2 22.3
  0  0.6
  2  0.7
  0  0.6
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
95.9  0.8
PSR %CPU
  3  1.9
  1  0.0
  3  0.0
  2 22.2
  2  0.6
  1  0.7
  0  0.6
  0  4.0
  3  0.0
  1 98.0
%CPU     %MEM    
96.0  0.8
PSR %CPU
  3  1.9
  1  0.0
  3  0.0
  2 22.1
  2  0.6
  1  0.7
  0  0.6
%CPU     %MEM    
95.6  0.8
PSR %CPU
  3  1.9
  1  0.0
  3  0.0
  2 22.0
  2  0.6
  1  0.7
  3  0.6
  0  2.0
  0  0.0
  1  8.0
%CPU     %MEM    
95.7  0.8
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  2 21.9
  2  0.6
  1  0.7
  0  0.6
  1  0.0
  2  0.0
  3 27.0
%CPU     %MEM    
95.7  0.8
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  2 21.8
  2  0.6
  1  0.7
  0  0.6
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
95.8  0.9
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  2 21.7
  0  0.6
  1  0.7
  2  0.6
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
95.8  0.8
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  0 21.6
  0  0.6
  1  0.7
  2  0.6
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
95.9  0.8
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  0 21.5
  1  0.6
  3  0.7
  2  0.6
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
95.6  0.9
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  0 21.3
  1  0.6
  3  0.7
  2  0.6
  3  5.0
  2  0.0
  2 52.0
%CPU     %MEM    
95.7  0.8
PSR %CPU
  0  1.9
  1  0.0
  3  0.0
  0 21.2
  1  0.6
  3  0.7
  2  0.6
  2  2.0
  2  0.0
  1 33.0
%CPU     %MEM    
95.7  0.9
PSR %CPU
  1  1.9
  1  0.0
  3  0.0
  0 21.1
  1  0.6
  3  0.7
  2  0.6
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
95.8  0.8
PSR %CPU
  1  1.9
  1  0.0
  3  0.0
  0 21.0
  3  0.6
  3  0.7
  2  0.6
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
95.9  0.9
PSR %CPU
  1  1.9
  0  0.0
  3  0.0
  1  0.6
  3  0.7
  2  0.6
  3  0.0
  2  0.0
  0  0.0
