%CPU     %MEM    
  2  0.0
  0  0.0
  3 50.0
%CPU     %MEM    
97.8  0.6
PSR %CPU
  1  1.6
  3  0.0
  2  0.0
  1 11.6
  0  0.4
  3  0.3
  1  0.3
  3  0.0
  0  0.0
  2 35.0
%CPU     %MEM    
97.9  0.5
PSR %CPU
  1  1.6
  3  0.0
  2  0.0
  1 11.5
  0  0.4
  3  0.3
  1  0.3
  1  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
98.0  0.5
PSR %CPU
  1  1.6
  3  0.0
  2  0.0
  1 11.4
  0  0.4
  3  0.3
  1  0.3
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
98.1  0.5
PSR %CPU
  1  1.6
  3  0.0
  2  0.0
  1 11.4
  0  0.4
  2  0.3
  3  0.3
  3  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.1  0.6
PSR %CPU
  1  1.6
  3  0.0
  2  0.0
  1 11.3
  0  0.4
  2  0.3
  3  0.3
  2  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
97.7  0.6
PSR %CPU
  1  1.5
  3  0.0
  2  0.0
  1 11.2
  0  0.4
  2  0.3
  3  0.3
  2  0.0
  2  0.0
  2 38.0
%CPU     %MEM    
97.8  0.5
PSR %CPU
  2  1.5
  3  0.0
  2  0.0
  1 11.1
  0  0.4
  2  0.3
  3  0.3
  3  0.0
  0  0.0
  1 38.0
%CPU     %MEM    
97.9  0.5
PSR %CPU
  2  1.5
  3  0.0
  2  0.0
  1 11.1
  0  0.4
  2  0.4
  3  0.3
  3  0.0
  0  0.0
  1 70.5
%CPU     %MEM    
98.0  0.5
PSR %CPU
  2  1.5
  3  0.0
  2  0.0
  1 11.0
  0  0.4
  2  0.4
  3  0.3
  3  0.0
  0  0.0
  1 86.0
%CPU     %MEM    
98.1  0.6
PSR %CPU
  2  1.6
  3  0.0
  2  0.0
  1 11.0
  0  0.4
  2  0.4
  3  0.3
  2  0.0
  2  0.0
  0 86.0
%CPU     %MEM    
98.2  0.6
PSR %CPU
  2  1.7
  3  0.0
  2  0.0
  1 10.9
  0  0.4
  3  0.4
  3  0.3
  3  0.0
  2  0.0
  1 85.0
%CPU     %MEM    
97.7  0.6
PSR %CPU
  0  1.7
  3  0.0
  2  0.0
  1 10.8
  0  0.4
  3  0.4
  0  0.3
  1  0.0
  2  0.0
  2  102
%CPU     %MEM    
97.8  0.6
PSR %CPU
  0  1.7
  3  0.0
  3  0.0
  1 10.7
  0  0.4
  3  0.4
  0  0.3
  1  0.0
  2  0.0
  2  110
%CPU     %MEM    
97.9  0.6
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 10.7
  0  0.4
  3  0.4
  0  0.3
  0  0.0
  1  0.0
  1 67.0
%CPU     %MEM    
98.0  0.6
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  1 10.6
  3  0.4
  3  0.4
  0  0.3
  0  0.0
  1  0.0
  2 73.0
%CPU     %MEM    
98.1  0.6
PSR %CPU
  0  1.7
  3  0.0
  3  0.0
  1 10.6
  3  0.4
  2  0.4
  2  0.3
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
97.7  0.6
PSR %CPU
  0  1.7
  3  0.0
  3  0.0
  1 10.4
  3  0.4
  2  0.4
  2  0.3
  1  1.0
  2  0.0
  2 96.5
%CPU     %MEM    
97.8  0.6
PSR %CPU
  0  1.7
  3  0.0
  1  0.0
  1 10.4
  3  0.4
  0  0.4
  1  0.3
  1  9.0
  2  0.0
  3 63.0
%CPU     %MEM    
97.9  0.6
PSR %CPU
  0  1.7
  3  0.0
  1  0.0
  1 10.3
  2  0.4
  0  0.4
  1  0.3
  1 12.0
  2  0.0
  3 64.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  3  1.7
  3  0.0
  1  0.0
  1 10.3
  1  0.4
  0  0.4
  2  0.3
  0  0.0
  2  0.0
  0 76.0
%CPU     %MEM    
98.1  0.7
PSR %CPU
  3  1.7
  3  0.0
  1  0.0
  1 10.2
  1  0.4
  0  0.4
  2  0.3
  0  0.0
  2  0.0
  0 97.0
%CPU     %MEM    
98.2  0.6
PSR %CPU
  3  1.7
  3  0.0
  0  0.0
  1 10.2
  1  0.4
  0  0.4
  2  0.3
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.7  0.7
PSR %CPU
  1  1.7
  3  0.0
  0  0.0
  1 10.1
  1  0.4
  0  0.4
  2  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  1  1.7
  3  0.0
  0  0.0
  1 10.0
  1  0.4
  0  0.4
  2  0.3
  2  0.0
  3  0.0
  0  124
%CPU     %MEM    
97.9  0.6
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1 10.0
  0  0.4
  3  0.4
  2  0.3
  3  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.0  0.6
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  9.9
  0  0.4
  3  0.4
  1  0.3
%CPU     %MEM    
98.1  0.6
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  9.9
  0  0.4
  3  0.4
  3  0.3
  1  6.0
  2  2.0
  0 98.0
%CPU     %MEM    
97.7  0.6
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  9.8
  0  0.4
  3  0.4
  3  0.3
  1  2.0
  2  0.6
  0 72.0
%CPU     %MEM    
97.8  0.6
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  9.7
  0  0.4
  3  0.4
  3  0.3
  2  1.0
  3  0.0
  2 94.0
%CPU     %MEM    
97.9  0.6
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.7
  3  0.4
  1  0.4
  0  0.3
%CPU     %MEM    
98.0  0.6
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.7
  3  0.4
  1  0.4
  0  0.3
  0  6.0
  2  3.0
  1  104
%CPU     %MEM    
98.1  0.6
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.6
  3  0.4
  1  0.4
  0  0.3
  0  3.0
  2  1.5
  1  110
%CPU     %MEM    
98.1  0.6
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.6
  3  0.4
  1  0.4
  0  0.3
  0  3.0
  1  1.0
  2 94.0
%CPU     %MEM    
97.7  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.5
  2  0.4
  1  0.4
  0  0.3
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.4
  2  0.4
  1  0.4
  0  0.3
  1  0.0
  1  1.0
  2  117
%CPU     %MEM    
97.9  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.4
  2  0.4
  1  0.4
  0  0.3
  1  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.3
  2  0.4
  1  0.4
  0  0.3
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
98.1  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.3
  2  0.4
  1  0.4
  0  0.3
  0  0.0
  1  0.0
  0 81.0
%CPU     %MEM    
98.2  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.3
  2  0.4
  1  0.4
  0  0.3
  0  0.0
  1  0.0
  0 99.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.2
  2  0.4
  1  0.4
  0  0.3
  1  0.0
  2  0.0
  2 60.0
%CPU     %MEM    
97.9  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.1
  2  0.4
  1  0.4
  0  0.3
  0  0.0
  1  0.0
  2 70.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.1
  2  0.4
  3  0.4
  0  0.3
  3  0.0
  1  0.0
  2 67.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  3  9.1
  2  0.4
  3  0.4
  0  0.3
  3  0.0
  1  0.0
  2 92.5
%CPU     %MEM    
98.1  0.7
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3  9.0
  2  0.4
  3  0.4
  0  0.3
%CPU     %MEM    
97.8  0.7
PSR %CPU
  1  1.6
  1  0.0
  0  0.0
  3  8.9
  2  0.4
  3  0.4
  0  0.3
  1  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  1  1.6
  0  0.0
  0  0.0
  1  8.9
  2  0.4
  3  0.4
  0  0.3
  2  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
97.9  0.7
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.9
  2  0.4
  3  0.4
  0  0.3
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.8
  2  0.4
  3  0.4
  0  0.3
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
98.0  0.7
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.8
  2  0.4
  3  0.4
  0  0.3
  2  0.0
  2  0.0
  2  105
%CPU     %MEM    
98.1  0.8
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.7
  2  0.4
  2  0.4
  0  0.3
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
97.7  0.8
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.7
  0  0.4
  3  0.4
  2  0.3
  2  0.0
  0  0.0
  2 94.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  1  1.6
  3  0.0
  0  0.0
  1  8.6
  1  0.4
  0  0.4
  3  0.3
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
97.8  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.6
  1  0.4
  0  0.4
  3  0.3
  1  0.0
  3  0.0
  2 73.0
%CPU     %MEM    
97.9  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.6
  3  0.4
  0  0.4
  2  0.3
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.5
  0  0.4
  2  0.4
  1  0.3
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.7  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.5
  0  0.4
  2  0.4
  1  0.3
  3  0.0
  1  0.0
  0 87.0
%CPU     %MEM    
97.7  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.4
  0  0.4
  2  0.4
  1  0.3
  1  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.4
  0  0.4
  2  0.4
  1  0.3
  2  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.4
  0  0.4
  2  0.4
  1  0.3
  2  0.0
  2  0.0
  2  143
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.3
  0  0.4
  2  0.4
  1  0.3
  2  0.0
  2  0.0
  2  130
%CPU     %MEM    
98.0  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.3
  0  0.4
  3  0.4
  1  0.3
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.7  0.7
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.2
  0  0.4
  1  0.4
  1  0.3
  1  0.0
  1  0.0
  2 97.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.2
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  3 98.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  3  0.0
  0  0.0
  1  8.2
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  3  108
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  8.1
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  2  0.0
  2 70.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  8.1
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.1  0.8
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  8.1
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  8.0
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  0 97.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  8.0
  0  0.4
  1  0.4
  2  0.3
  1  0.0
  3  0.0
  2 85.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.9
  0  0.4
  1  0.4
  2  0.3
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.9
  0  0.4
  1  0.4
  2  0.3
  3  0.0
  1  0.0
  0  115
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.9
  0  0.4
  1  0.4
  2  0.3
  2  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.7  0.8
PSR %CPU
  3  1.6
  2  0.0
  3  0.0
  1  7.8
  0  0.4
  1  0.4
  2  0.3
  2  0.0
  2  0.0
  1 41.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  2  0.0
  3  0.0
  1  7.8
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  3  0.0
  2 66.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.6
  2  0.0
  3  0.0
  1  7.8
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  3  0.0
  2 91.5
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  2  0.0
  3  0.0
  1  7.7
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  1 62.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.6
  2  0.0
  3  0.0
  1  7.7
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
98.1  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.7
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.6
  0  0.4
  1  0.4
  2  0.3
  0  3.5
  1  0.0
  3 95.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.6
  0  0.4
  1  0.4
  2  0.3
  0  3.0
  0  0.0
  1 66.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  3  1.5
  2  0.0
  0  0.0
  1  7.6
  3  0.4
  1  0.4
  2  0.3
  0  3.0
  0  0.0
  1 82.0
%CPU     %MEM    
98.0  0.9
PSR %CPU
  3  1.6
  2  0.0
  0  0.0
  1  7.5
  2  0.4
  3  0.4
  0  0.3
  1  0.0
  1  0.0
  3 89.0
%CPU     %MEM    
98.0  0.9
PSR %CPU
  3  1.5
  2  0.0
  0  0.0
  1  7.5
  2  0.4
  3  0.4
  0  0.3
  1  0.0
  1  0.0
  3  103
%CPU     %MEM    
98.1  0.9
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  7.5
  0  0.4
  0  0.4
  2  0.3
%CPU     %MEM    
97.8  0.9
PSR %CPU
  3  1.6
  1  0.0
  0  0.0
  1  7.4
  1  0.4
  0  0.4
  2  0.3
  3  0.0
  2  0.0
  0 16.0
%CPU     %MEM    
97.9  0.9
PSR %CPU
  3  1.6
  1  0.0
  2  0.0
  1  7.4
  1  0.4
  0  0.4
  2  0.3
  3  0.0
  2  0.0
  0 66.5
%CPU     %MEM    
97.9  0.9
PSR %CPU
  3  1.5
  1  0.0
  2  0.0
  1  7.4
  1  0.4
  3  0.4
  2  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  3  1.5
  1  0.0
  2  0.0
  1  7.3
  1  0.4
  3  0.4
  2  0.3
  0  0.0
  2  0.0
  0 72.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  1  7.3
  1  0.4
  3  0.4
  2  0.3
  0  7.0
  1  0.0
  1 88.0
%CPU     %MEM    
97.8  0.8
PSR %CPU
  2  1.5
  0  0.0
  2  0.0
  1  7.3
  1  0.4
  3  0.4
  2  0.3
  0  2.3
  1  0.0
  1 68.3
%CPU     %MEM    
97.8  0.8
PSR %CPU
  2  1.5
  0  0.0
  2  0.0
  1  7.2
  1  0.4
  3  0.4
  2  0.3
  3  4.0
  3  0.0
  0 31.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  2  1.5
  0  0.0
  2  0.0
  1  7.2
  1  0.4
  3  0.4
  2  0.3
  0  2.0
  0  0.0
  3 35.0
%CPU     %MEM    
97.9  0.8
PSR %CPU
  2  1.6
  0  0.0
  2  0.0
  1  0.4
  3  0.4
  0  0.3
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.0  0.8
PSR %CPU
  2  1.6
  0  0.0
  2  0.0
  1  0.4
  3  0.4
  0  0.3
  0  0.0
  1  0.0
  3  0.0
