%CPU     %MEM    
  3  0.4
  0  0.3
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
100.0    0.7     
97.4  0.6
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 33.3
  1  0.4
  3  0.4
  2  0.3
  1  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
100.0    0.7     
97.0  0.6
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 32.9
  1  0.3
  3  0.4
  2  0.3
  1  0.0
  2  0.0
  1 18.0
%CPU     %MEM    
100.0    0.7     
97.1  0.6
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 32.7
  1  0.4
  3  0.4
  2  0.3
  2  0.0
  3  0.0
  2 63.0
%CPU     %MEM    
100.0    0.7     
97.2  0.7
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 32.5
  1  0.4
  3  0.4
  2  0.3
  1  2.0
  3  0.0
  0 94.0
%CPU     %MEM    
93.8     0.7     
97.3  0.6
PSR %CPU
  0  1.5
  2  0.0
  2  0.0
  1 32.3
  1  0.4
  3  0.4
  2  0.3
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
86.7     0.7     
97.3  0.7
PSR %CPU
  0  1.5
  1  0.0
  1  0.0
  1 32.1
  1  0.4
  3  0.4
  2  0.3
%CPU     %MEM    
100.0    0.7     
97.5  0.7
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  1 31.9
  1  0.4
  3  0.4
  2  0.3
  1  0.0
  3  0.0
  0  115
%CPU     %MEM    
60.0     0.7     
97.0  0.6
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  1 31.6
  0  0.4
  3  0.4
  2  0.3
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
100.0    0.7     
97.1  0.7
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  1 31.4
  0  0.4
  1  0.4
  2  0.3
  0  0.0
  0  0.0
  0 44.0
%CPU     %MEM    
100.0    0.7     
97.2  0.7
PSR %CPU
  1  1.5
  1  0.0
  1  0.0
  1 31.2
  1  0.4
  0  0.4
  2  0.3
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
100.0    0.7     
97.3  0.7
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 31.1
  2  0.4
  0  0.4
  1  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
93.8     0.7     
97.4  0.7
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 30.9
  2  0.4
  0  0.4
  1  0.4
  1  4.0
  2  2.0
  3  130
%CPU     %MEM    
73.3     0.7     
97.5  0.7
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  1 30.6
  0  0.4
  0  0.4
  2  0.4
  3  0.0
  0  0.0
  0  1.0
%CPU     %MEM    
100.0    0.7     
97.0  0.7
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  1 30.4
  3  0.4
  0  0.4
  2  0.4
  2  4.0
  0  2.0
  1 29.0
%CPU     %MEM    
93.8     0.7     
97.1  0.7
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  1 30.2
  3  0.4
  0  0.4
  2  0.3
  2  2.0
  0  1.0
  1 73.0
%CPU     %MEM    
93.8     0.7     
97.2  0.7
PSR %CPU
  1  1.5
  1  0.0
  2  0.0
  1 30.1
  3  0.4
  0  0.4
  2  0.4
  2  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
100.0    0.8     
97.3  0.7
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  1 29.9
  3  0.4
  0  0.4
  2  0.4
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
94.1     0.8     
97.4  0.7
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  1 29.7
  2  0.4
  0  0.4
  0  0.4
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
100.0    0.8     
96.9  0.7
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  1 29.4
  3  0.4
  1  0.4
  0  0.4
  3  0.0
  2  0.0
  1 27.0
%CPU     %MEM    
100.0    0.8     
97.0  0.7
PSR %CPU
  2  1.5
  1  0.0
  2  0.0
  1 29.3
  3  0.4
  1  0.4
  0  0.4
  3  0.0
  2  0.0
  1 72.5
%CPU     %MEM    
68.8     0.8     
97.1  0.7
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 29.1
  3  0.4
  1  0.4
  0  0.4
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
100.0    0.8     
97.2  0.8
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 29.0
  1  0.4
  1  0.4
  3  0.4
  2  0.0
  3  0.0
  3  0.0
%CPU     %MEM    
93.3     0.8     
97.3  0.8
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 28.8
  1  0.4
  1  0.4
  3  0.4
  2  0.0
  3  0.0
  3  160
%CPU     %MEM    
93.8     0.8     
97.4  0.8
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 28.7
  1  0.4
  1  0.4
  2  0.4
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
93.8     0.8     
97.0  0.8
PSR %CPU
  0  1.5
  1  0.0
  2  0.0
  1 28.4
  3  0.4
  0  0.4
  2  0.4
  1  0.0
  0  0.0
  3 32.0
%CPU     %MEM    
93.8     0.8     
97.1  0.8
PSR %CPU
  0  1.6
  1  0.0
  2  0.0
  1 28.3
  1  0.4
  3  0.4
  2  0.4
  2  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
100.0    0.9     
97.2  0.8
PSR %CPU
  0  1.6
  1  0.0
  2  0.0
  1 28.1
  1  0.4
  3  0.4
  2  0.4
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
100.0    0.8     
97.2  0.8
PSR %CPU
  0  1.6
  1  0.0
  2  0.0
  1 28.0
  1  0.4
  3  0.4
  2  0.4
  1  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
53.3     0.8     
97.3  0.8
PSR %CPU
  1  1.6
  1  0.0
  3  0.0
  1 27.8
  1  0.4
  2  0.4
  2  0.4
%CPU     %MEM    
93.8     0.9     
96.9  0.8
PSR %CPU
  1  1.6
  1  0.0
  3  0.0
  1 27.6
  1  0.4
  2  0.4
  3  0.4
%CPU     %MEM    
100.0    0.9     
97.0  0.8
PSR %CPU
  1  1.6
  1  0.0
  3  0.0
  1 27.4
  1  0.4
  2  0.4
  1  0.4
  3  0.0
  3  0.0
  3 62.0
%CPU     %MEM    
93.8     0.9     
97.1  0.8
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 27.3
  1  0.4
  1  0.4
  2  0.4
  0  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
93.8     0.9     
97.1  0.9
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 27.2
  1  0.4
  0  0.4
  2  0.4
  2  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
100.0    0.9     
97.2  0.9
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 27.0
  1  0.4
  0  0.4
  2  0.4
  2  0.0
  2  0.0
  1  172
%CPU     %MEM    
100.0    0.9     
97.3  0.8
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 26.9
  1  0.4
  3  0.4
  2  0.4
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
100.0    0.9     
96.9  0.8
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 26.7
  1  0.4
  1  0.4
  2  0.4
  0  0.0
  3  0.0
  1 72.0
%CPU     %MEM    
66.7     0.9     
97.0  0.8
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  1 26.5
  3  0.4
  1  0.4
  2  0.4
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
93.8     0.9     
97.1  0.8
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  1 26.4
  3  0.4
  0  0.4
  2  0.4
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
100.0    1.0     
97.2  0.9
PSR %CPU
  0  1.6
  1  0.0
  2  0.0
  1 26.3
  3  0.4
  2  0.4
  3  0.4
  1  0.0
  0  0.0
  3 85.0
%CPU     %MEM    
100.0    0.9     
97.2  0.9
PSR %CPU
  0  1.6
  1  0.0
  1  0.0
  1 26.2
  1  0.4
  1  0.4
  3  0.4
  2  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
100.0    1.0     
96.8  0.9
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 25.9
  2  0.4
  0  0.4
  3  0.4
  2  0.0
  3  0.0
  2 13.0
%CPU     %MEM    
100.0    1.0     
96.9  0.9
PSR %CPU
  1  1.5
  3  0.0
  1  0.0
  1 25.8
  2  0.4
  0  0.4
  3  0.4
  2  0.0
  3  0.0
  2 65.0
%CPU     %MEM    
93.8     1.0     
96.9  0.9
PSR %CPU
  1  1.5
  3  0.0
  1  0.0
  1 25.7
  2  0.4
  0  0.4
  3  0.4
  3  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
100.0    0.9     
97.0  0.9
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 25.6
  2  0.4
  0  0.4
  3  0.4
  2  0.0
  2  0.0
  3 81.0
%CPU     %MEM    
93.8     0.9     
97.1  0.9
PSR %CPU
  1  1.5
  3  0.0
  1  0.0
  1 25.4
  2  0.4
  0  0.4
  3  0.4
  2  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
100.0    1.0     
97.1  0.9
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 25.3
  2  0.4
  0  0.4
  3  0.4
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
100.0    1.0     
96.8  0.9
PSR %CPU
  1  1.5
  3  0.0
  1  0.0
  1 25.1
  2  0.4
  0  0.4
  3  0.4
  1  2.0
  1  0.0
  2 67.5
%CPU     %MEM    
93.8     1.0     
96.8  0.9
PSR %CPU
  1  1.5
  3  0.0
  1  0.0
  1 25.0
  1  0.4
  0  0.4
  3  0.4
  2  2.0
  2  0.0
  0 35.0
%CPU     %MEM    
100.0    0.9     
96.9  0.9
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 24.9
  0  0.4
  3  0.4
  3  0.4
  1  0.0
  1  0.0
  2 77.0
%CPU     %MEM    
100.0    0.9     
97.0  0.9
PSR %CPU
  1  1.6
  3  0.0
  1  0.0
  1 24.8
  0  0.4
  3  0.4
  3  0.4
  2  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
100.0    1.0     
97.0  1.0
PSR %CPU
  2  1.6
  3  0.0
  1  0.0
  1 24.7
  1  0.4
  3  0.4
  0  0.4
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
93.3     1.0     
97.1  1.0
PSR %CPU
  2  1.6
  2  0.0
  1  0.0
  1 24.6
  1  0.4
  3  0.4
  0  0.4
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
100.0    1.0     
96.8  0.9
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  1 24.4
  1  0.4
  3  0.4
  1  0.4
  2  5.0
  1  0.0
  0 15.0
%CPU     %MEM    
100.0    1.0     
96.9  0.9
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  1 24.3
  1  0.4
  3  0.4
  1  0.4
  2  2.5
  1  0.0
  0 66.5
%CPU     %MEM    
100.0    1.0     
97.0  0.9
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  1 24.1
  3  0.4
  3  0.4
  1  0.4
  3  2.0
  0  0.0
  1 52.0
%CPU     %MEM    
62.5     1.0     
97.0  1.0
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  3  0.4
  1  0.4
  0  0.4
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
86.7     1.0     
97.1  1.0
PSR %CPU
  2  1.6
  1  0.0
  1  0.0
  3  0.4
  1  0.4
  0  0.4
  1  0.0
  1  0.0
  3  0.0
